milage,model_year,price
2800,2019,91000
58000,2010,8000
142500,2009,6999
191900,2007,9750
63398,2016,19500
162750,2008,7200
38383,2012,36949
1837,2022,179900
36294,2022,77535
90818,2011,8300
32000,2018,22999
94650,2019,37000
49899,2014,72999
55000,2011,35000
23700,2015,42800
46000,2018,59500
12118,2020,52900
64000,2001,21000
22169,2022,57352
1575,2020,469900
46897,2021,69000
3369,2022,139500
135000,2011,9999
125000,2015,15000
134000,2017,32999
143250,2014,12999
82975,2017,31000
91700,2016,13999
72393,2018,35000
71000,2016,21500
160900,2012,15000
40208,2020,38000
77300,2017,30000
16700,2017,26500
112000,2013,9999
55250,2016,49999
69000,2020,31450
1560,2023,599995
40570,2016,30490
46500,2020,35200
26900,2000,35000
5779,2021,41329
12000,2023,54000
30301,2022,68420
600,2023,91995
22300,2001,28500
9275,2023,43900
171750,2004,12998
76500,2013,28000
49000,2018,42995
75000,2011,74000
133300,2007,3000
99700,2007,8500
126700,2011,14000
28000,2016,36995
21300,2012,38500
92000,2019,51900
92149,2018,52889
25756,2015,49995
24534,2021,21900
58100,2018,53499
20220,2017,32324
40069,2019,27500
60930,2017,23750
7300,2019,27900
34000,2018,25000
56000,2012,18000
136000,2014,12000
31100,2020,26999
12100,2012,37900
51902,2021,57480
93000,2007,10995
99915,2016,26500
7661,2022,49599
177000,2007,10750
100900,2008,6999
107380,2017,17500
32957,2021,77900
45000,2016,16500
67000,2013,15500
12600,2021,47000
24882,2018,59800
6900,2020,43500
66075,2019,23754
68050,2021,29600
128000,2017,50000
9472,2021,51000
185963,2009,5100
52000,2019,19500
68653,2015,18950
151896,2004,7900
43671,2019,44950
72128,2017,45985
134207,2013,5500
26470,2020,29900
82300,2018,35000
124000,2015,24000
23823,2020,49995
222600,2002,4999
9500,2021,279900
154247,2014,12500
128000,2008,23500
70000,2008,13000
52375,2016,48600
100574,2016,17500
85000,2014,11250
3959,2023,48998
10400,2021,72900
19200,2019,41500
81000,2013,13000
17451,2022,77900
165000,2011,4000
124,2024,145000
117500,2013,6500
72500,2018,60000
265,2023,279950
21214,2020,117900
55564,2014,22500
1090,2023,68750
43500,2019,30000
35000,2019,83000
92031,2017,30000
128032,2016,18000
18800,2018,26000
2900,2023,117500
91600,2017,26000
91843,2019,30500
28105,2021,32455
73350,2017,37000
11875,2022,41598
47000,2018,49900
67000,2017,23000
117660,2016,19500
71448,2001,10500
86000,2015,29500
15324,2020,33364
29400,2013,29000
68871,2017,28450
126000,2012,17999
25718,2007,17900
67210,2015,51950
27214,2018,40950
42728,2019,45950
97395,2010,6699
91700,2015,12000
94500,2011,27000
196300,2014,10995
54259,2015,19425
36267,2021,39798
175000,2015,19500
159000,2015,26900
74000,2016,32000
82963,2011,20995
54323,2019,27998
59980,2019,29000
10120,2022,39998
25000,2017,65000
126000,2012,12700
37428,2020,61599
99499,2014,15000
90742,2012,12980
125000,2014,22500
71669,2018,20000
44692,2019,32368
16002,2018,74900
86000,2014,41500
56000,2019,42000
41789,2017,42500
60109,2014,9499
48000,2020,49995
122000,2008,11500
102800,2012,16000
15544,2022,28000
69771,2019,27500
2118,2023,41998
28260,2021,72950
6025,2020,27500
32697,2018,15900
239000,2001,8000
34150,2017,45999
9642,2022,38999
100545,2006,5995
11111,2021,38998
162000,2007,23977
87555,2020,31650
102200,2015,25000
18950,2013,77999
16000,2015,30500
19250,2022,86999
65000,2015,24995
110022,2007,6250
79089,2012,46999
2533,2023,64900
96273,2014,15495
22187,2020,45480
137000,2009,20000
60747,2009,71999
36500,2007,16000
19590,2021,54999
16850,2015,95000
4500,2021,105000
194000,2012,4900
48210,2020,47449
81500,2018,41250
77107,2021,39995
58664,2015,20950
145000,2004,8950
15055,2018,59000
67647,2015,28000
915,2021,159000
46873,2003,11500
53169,2021,81500
35700,2022,51900
112600,2014,13000
112552,2015,24440
127273,2003,15000
189887,2007,3995
76465,2012,22500
136400,2007,6750
79635,2004,13500
4665,2022,46598
170000,2011,4000
67650,2018,30000
119850,2016,19000
116500,2008,15999
169802,2010,9985
36905,2021,50000
8400,2022,47000
149961,2003,12500
84500,2014,41500
3254,2016,399900
96000,2016,65000
88000,2009,57000
35322,2011,94900
32500,2020,32000
71280,2016,22000
37200,2011,27500
94291,2008,14500
54082,2006,17000
7800,2022,66000
86250,2016,22000
75479,2016,27899
24650,2017,50000
102750,2013,20000
50000,2018,27500
72700,2017,27499
54293,2018,49000
16000,2018,30500
19500,2006,129000
71000,2014,16700
60000,2019,36500
36000,2017,21000
76422,2019,28998
42600,2016,31950
211,2023,99000
98888,2017,29000
64532,2019,19395
75500,2011,12975
32000,2019,27000
47839,2019,24991
98413,2013,34900
9628,2022,78500
6397,2021,172900
22564,2022,44998
110000,2015,28000
105,2022,200000
186117,2004,13000
103500,2002,12500
8074,2019,76700
43000,2011,50900
70700,2015,23000
42479,2022,28495
205000,2000,9950
22300,2019,38999
104000,2017,19995
13865,2022,29182
15882,2022,84995
12209,2022,104900
10483,2021,60998
31150,2017,113000
44000,2015,12700
109000,2003,17500
31350,2020,62450
30000,2021,62000
66500,2012,19950
96600,2012,17000
198000,2015,14000
91877,2013,24000
45578,2018,45023
54000,2015,19996
52000,2020,55000
23044,2020,72598
132500,2008,35000
256000,2006,4000
31370,2009,65700
67303,2008,4900
12000,2021,99900
16500,2023,54000
28800,2018,42900
88000,2019,39900
18515,2018,60867
92813,2018,30499
2100,2023,172000
58600,2019,29000
74500,2015,33900
33500,2018,51900
222,2023,69000
75124,2007,16499
15500,2013,45000
34300,2020,52500
82000,2019,32471
3389,2023,38598
10000,2023,145000
96000,2005,4999
7751,2021,41950
66250,2017,59200
109000,2012,14945
60000,2015,17000
14700,2020,63000
9006,2022,56999
13400,2022,33499
28570,2020,55998
78000,2018,44700
134000,2013,29995
104994,2013,9000
31500,2016,103900
30000,2020,28900
490,2023,124999
18000,2020,105000
67000,2017,37999
8263,2021,29000
35003,2021,40999
80000,2008,31000
6200,2022,99999
74595,2014,32450
87066,2013,20999
38360,2019,49936
38000,2020,41999
69641,2018,23995
1275,2022,47999
60000,2001,25000
99450,2014,21000
200,2023,82500
68000,2016,32950
212000,2010,9450
73091,2019,58500
9400,2023,31500
117697,2014,16975
95428,2015,55000
116300,2017,31950
56778,2019,41899
5682,2023,48698
37000,2017,31000
103748,2015,8500
86000,2005,22500
125900,2013,21000
6200,2023,48000
85000,2019,52500
19324,2017,75000
49273,2018,54000
42094,2019,32000
44000,2017,55000
148377,2012,5500
70000,2010,22000
143290,2016,33490
69205,2019,73500
123500,2015,25650
70773,2018,30950
109000,2015,7599
71097,2014,18995
76309,2013,12000
26609,2018,36998
4126,2023,155000
80400,2014,15000
123620,2010,9900
187883,2011,5500
45000,2020,133000
25420,2022,24500
129999,2011,29999
41048,2008,38490
72500,2010,6750
143390,2014,13000
68425,2018,23500
95000,2018,33000
29000,2019,49500
145000,2003,22000
29700,2020,68000
98658,2011,14995
97615,2009,10500
36000,2014,37000
61874,2021,22389
74582,2012,8500
51500,2013,23900
193827,2007,14950
53433,2019,36950
103000,2012,40000
59000,2016,20999
82000,2017,32900
60000,2016,45000
93971,2017,47000
62600,2015,27500
84450,2014,19000
18099,2022,40798
76500,2014,17999
74000,2017,19800
15607,2022,45999
111095,2014,26000
37216,2007,14995
25786,2015,38500
15520,2021,40459
49583,2021,42816
97300,2015,29995
89000,2002,10400
52111,2015,37500
75800,2019,35998
113500,2010,11000
155382,2015,13500
49643,2016,33995
76474,2015,32000
10431,2016,50999
190120,2009,12500
92000,2020,29999
24000,2017,32000
25396,2020,43250
167000,2001,6500
18645,2022,49700
28470,2018,147500
54000,2016,23999
83000,2003,2900
10071,2022,40598
43329,2021,43642
51400,2015,43000
153800,2015,23000
9000,2022,115000
10800,2003,65499
10458,2020,48815
84709,2014,13800
33500,2019,45770
98000,2015,32999
94653,2008,7300
9281,2023,85000
11806,2023,47000
48613,2020,61500
2990,2023,69900
124747,2005,6900
24000,2021,42000
113000,2009,5499
89106,2017,18000
22000,2017,53000
20472,2022,28298
8600,2023,78990
4753,2022,57000
65000,2010,8900
15000,2021,43500
42400,2014,26500
15840,2023,69900
76200,2016,42000
105667,2019,39000
51338,2019,49900
76857,2016,8100
80200,2019,42500
244200,2002,3950
38560,2014,28500
12500,2020,84999
45303,2016,20999
110000,2014,9495
66200,2011,16499
71000,2003,14900
81301,2019,30275
7033,2019,63900
36000,2020,62000
116000,2010,9000
42780,2018,41100
39886,2014,26000
151400,2014,15400
48000,2017,20500
8727,2023,44596
79000,2011,80300
54000,2020,34000
110000,2016,25900
49688,2020,24900
14000,2020,48000
5000,2023,110000
11597,2022,68590
86101,2017,72777
58816,2017,36590
77856,2016,30919
20069,2021,229900
115282,2015,12433
30700,2016,138999
103726,2003,5995
39800,2008,13250
79500,2019,33333
165520,2008,9000
92000,2014,24000
1500,2023,55000
38100,2008,19950
42125,2018,38999
86818,2014,33500
3490,2023,95580
111300,2008,7900
98200,2011,27000
42500,2018,53999
171000,2001,15000
11649,2023,39999
24933,2013,40250
99769,2007,29995
16156,2022,39390
67250,2008,11900
30022,2021,74500
42596,2017,78000
33705,2021,36995
63300,2016,31000
4700,2023,52000
27256,2020,42998
107481,2010,13500
61700,2018,25900
128000,2017,26800
26000,2018,39000
74000,2015,29950
54900,2012,28900
141775,2012,11500
63250,2001,12000
13895,2022,44998
10654,2017,449991
35900,2014,27900
48306,2022,71999
125000,2012,10500
37700,2016,38000
103000,2017,36000
45303,2021,25382
53900,2016,27500
54000,2008,20000
129000,2007,17950
10232,2022,44646
3708,2023,58998
167000,2018,14500
37000,2019,58000
10419,2022,24998
96238,2014,22500
12700,2022,38500
244000,2007,16900
124000,2015,25000
123000,2009,15000
24900,2022,49900
95500,2016,20000
4283,2021,479995
48300,2021,82000
94000,2008,25999
183000,2011,12000
126225,2013,11500
87892,2016,16000
45000,2012,41500
1023,2022,156900
106000,2015,37500
51300,2019,25500
30176,2021,28979
27598,2021,39884
107000,2012,9499
17500,2019,65000
117878,2017,42000
138700,2010,7000
152068,2009,12350
77000,2016,26999
26000,2017,37000
131200,2014,14000
83280,2017,20599
59000,2015,53500
15500,2020,30000
90000,2013,19950
94000,2006,10995
63750,2008,55000
95500,2011,15990
37900,2019,26000
13250,2015,154900
76249,2019,40995
81000,2001,39000
37806,2022,60894
151544,2010,17700
60345,2012,26950
90305,2010,12000
13275,2022,42599
8660,2018,45000
28220,2021,73600
97700,2015,39950
4200,2023,98000
27404,2020,199991
100000,2016,24000
333361,2001,17000
63295,2018,29993
3000,2022,96500
102604,2014,25500
39800,2017,99000
124000,2019,40100
12080,2022,36750
39300,2018,69500
51000,2019,29000
250,2023,97500
67000,2017,35999
95400,2014,14195
136991,2013,11000
3959,2022,55000
47500,2020,31000
176691,2005,13000
33000,2021,55000
34600,2014,27500
84500,2014,34000
36100,2022,37500
92225,2015,17000
17500,2020,25695
114323,2011,6000
92000,2014,27500
29025,2018,29998
17000,2021,65000
96476,2015,13000
36311,2021,39127
56842,2016,35000
23677,2021,29510
27340,2020,31700
26177,2020,41986
122348,2009,10000
98000,2015,22500
32300,2019,29000
18997,2019,26750
40350,2016,67995
156856,2011,14300
1919,2022,289991
61773,2017,46000
74500,2011,22000
99000,2016,5000
63496,2008,15000
18465,2022,47500
42635,2007,72995
99000,2005,18900
87500,2013,13750
138000,2007,6800
70891,2018,28995
55403,2020,29444
3213,2022,89995
142314,2005,21999
53000,2013,36740
120250,2014,7500
72329,2015,29500
153692,2007,9995
32670,2021,37000
235000,2018,18000
8681,2022,82000
98400,2012,18000
1400,2023,46500
32000,2018,29999
75151,2021,130000
94000,2008,12500
67350,2014,18700
66500,2001,21000
70612,2014,14500
112630,2007,11500
124705,2014,6499
61000,2018,34000
157272,2017,32999
84000,2015,20399
27981,2020,47500
18000,2009,63000
27123,2019,38200
3053,2021,83900
60251,2015,19000
5093,2021,28000
31875,2018,115785
175722,2005,7000
17900,2015,59900
142792,2015,22999
53814,2001,11800
89400,2010,26900
86000,2007,15000
61595,2008,5000
74000,2018,38000
130000,2004,16500
86000,2015,29000
140600,2008,7500
27532,2018,27900
91000,2017,12500
63000,2014,28500
10500,2022,49999
75073,2014,21500
140000,2008,9000
30300,2019,30500
139000,2009,4200
118000,2006,17900
51000,2015,53000
69423,2009,36500
52284,2017,12500
111228,2006,4000
52300,2019,49900
95993,2021,32612
26716,2022,47541
39517,2023,67190
31600,2019,41000
83298,2017,18300
95212,2017,31599
61600,2010,51750
130921,2011,12000
41000,2020,45515
1500,2024,90000
79950,2017,17390
31500,2021,95000
61000,2017,140000
45867,2021,43449
22700,2014,85500
43000,2009,48500
99000,2015,27000
135000,2006,16900
46000,2019,29000
79615,2014,10995
13250,2021,86900
41200,2019,60500
116500,2016,30500
24059,2018,87150
118500,2015,15400
15097,2020,99998
20000,2018,43000
10426,2020,30798
9500,2023,63500
134000,2006,8500
10500,2022,32500
53100,2018,17500
80134,2017,13895
24000,2021,25500
61000,2006,10299
19700,2021,48000
28182,2018,84500
59500,2017,21000
85500,2018,35899
51000,2020,44900
17500,2021,45000
132000,2011,9999
67882,2016,32798
62000,2018,30500
12454,2016,210000
27965,2017,58000
119000,2013,20500
48000,2018,32000
5541,2020,56598
29000,2018,19500
131100,2010,12995
102242,2015,11498
18069,2016,79999
13000,2023,31900
51000,2008,69500
137333,2007,10000
125559,2014,11200
88161,2020,48889
101900,2016,29000
159500,2015,18800
68860,2015,15000
43000,2018,30499
182000,2017,16500
21404,2022,49500
81000,2017,27000
62257,2021,42590
91798,2016,22998
82000,2011,20000
207100,2012,15000
450,2023,124000
77945,2016,30000
15583,2022,40599
37100,2017,26125
51000,2006,18000
94000,2017,26000
121886,2003,6000
157500,2008,15000
138415,2014,15500
110000,2012,10200
8532,2023,109900
12941,2021,51500
69764,2009,19500
90000,2003,24000
8193,2022,42598
43277,2020,43599
26500,2018,38000
36021,2019,35670
25462,2019,36139
35850,2018,33000
77700,2008,6300
23600,2021,42999
8870,2019,215000
122000,2001,7800
245000,2003,17999
4700,2022,134000
84100,2016,34000
33000,2021,40000
10065,2018,59999
3811,2018,148500
44457,2021,40598
139355,2013,20900
9100,2010,55000
10500,2019,77900
5006,2023,59590
55000,2013,18000
33500,2021,71000
126500,2014,15000
79000,2016,24000
19000,2018,145000
57000,2021,52000
4880,2020,57998
6523,2018,143900
127000,2005,14000
89500,2002,15999
97000,2000,27500
31181,2021,42442
16425,2020,33200
11238,2022,54798
97146,2005,7999
36670,2015,39998
44800,2019,52500
150000,2015,17100
38400,2020,32100
7960,2008,81500
117000,2007,9975
159,2023,95500
30200,2017,139000
91545,2012,8999
110000,2015,26499
105100,2017,23300
110000,2012,15600
81778,2019,32769
168422,2010,10900
80500,2018,34900
81200,2018,28825
6246,2020,267950
20172,2017,47500
145000,2005,22500
162000,2009,7500
13554,2020,124995
59700,2007,9500
30930,2020,28900
51983,2009,19999
22000,2022,50000
16800,2023,45000
16000,2022,73995
22295,2020,23599
33000,2020,188500
1025,2023,85000
89190,2013,15499
53550,2020,39687
56946,2021,26299
11684,2016,54900
45617,2018,51000
75466,2018,34500
19513,2021,84645
15636,2021,33531
69600,2018,40888
138050,2011,16500
132269,2017,35900
45815,2020,37700
25352,2021,48459
120000,2008,8995
75151,2018,45000
74139,2016,23000
68500,2012,17800
37366,2020,51890
35315,2021,66900
61000,2017,15995
12050,2022,41599
150000,2001,9875
46200,2016,41500
88000,2014,15500
47000,2015,30089
50340,2017,47000
67800,2010,13999
150000,2002,5500
13500,2018,54000
101750,2007,12900
18385,2022,37950
123500,2008,13500
117000,2017,38000
86121,2010,13600
22466,2020,45900
80000,2017,23800
23152,2020,28250
91300,2006,9200
45000,2020,28999
1885,2023,93500
73049,2018,30510
7250,2021,38000
44000,2019,29000
85500,2014,26900
18083,2021,43999
22703,2005,220000
111000,2011,10900
115000,2013,14000
33400,2021,28000
136000,2007,12500
26800,2021,44000
30000,2022,51999
251634,2008,10500
119000,2005,3500
28121,2021,89000
111000,2009,7900
116500,2016,14311
199296,2005,4900
202,2023,179000
11200,2021,47500
56536,2020,26599
49600,2016,32500
13600,2023,65000
59700,2007,10000
19000,2018,44888
17300,2002,33999
91140,2014,13500
33000,2015,65000
52775,2019,39799
113000,2011,5800
13000,2022,60000
77925,2009,16500
106500,2011,22500
15175,2018,19212
137000,2017,10995
111000,2015,15000
49208,2019,62425
44000,2018,39000
26000,2017,45500
1800,2020,76000
3771,2021,259991
50000,2012,26497
93000,2018,16000
15000,2020,129000
119500,2016,15000
50000,2016,36000
85000,2011,21500
48000,2019,29999
11756,2021,33400
50400,2018,28500
153600,2012,17500
1869,2023,164725
31917,2022,64683
56235,2016,50500
28724,2019,18300
124400,2015,9500
137000,2020,46000
38686,2005,99999
6600,2022,72900
67200,2007,11500
16554,2021,51698
15736,2023,67900
153460,2005,5800
70000,2012,15051
143898,2011,9950
26190,2003,22000
209193,2000,15900
27839,2018,41688
141195,2018,28499
20250,2022,68500
18333,2022,41599
35000,2014,29998
133255,2006,4000
14526,2021,79998
43690,2014,23500
29136,2020,58598
72060,2017,24590
8800,2023,68500
85768,2015,8250
2235,2022,110000
121521,2019,26772
23700,2015,144940
124000,2013,11900
32260,2018,20999
92000,2015,28000
269885,2010,22500
51855,2008,35900
124000,2015,12900
26000,2015,52500
36500,2018,25500
1400,2022,54900
17000,2018,38500
42750,2021,25698
67998,2011,30000
64500,2008,16000
102000,2007,24900
145000,2004,15500
50000,2018,55000
37622,2004,25500
89987,2006,9499
136390,2015,20470
27000,2015,33000
144770,2004,6500
157000,2011,23500
132000,2010,8500
137000,2002,15000
50992,2018,28000
105760,2010,12900
29800,2018,68495
21000,2019,42000
169900,2006,16900
196000,2008,6499
180036,2009,9100
57918,2017,33500
98600,2017,26500
120000,2018,55000
14269,2022,80000
6875,2022,89000
55100,2019,28324
49000,2012,41500
74600,2009,15000
45900,2019,41500
95271,2015,12468
88883,2021,33172
43000,2013,35000
33700,2018,12000
95115,2016,43640
25250,2005,44000
20200,2007,27500
104457,2013,17900
8984,2018,171900
76000,2017,41400
56247,2020,39244
61000,2016,21000
9111,2019,27599
100900,2015,21998
24207,2021,43430
9411,2022,47998
21000,2006,47500
136150,2019,22500
78414,2009,28750
60800,2019,19900
16400,2022,34000
62200,2018,35707
72903,2021,53998
142215,2003,5000
150000,2007,8000
167500,2015,18000
110450,2016,11000
106000,2014,23000
92728,2017,34900
17000,2022,44000
75200,2016,22000
1800,2015,64990
36283,2019,39598
6682,2023,47798
23399,2018,28999
29720,2017,29500
56000,2009,44850
59419,2020,73000
69100,2018,32500
22185,2021,131999
29586,2008,47900
63866,2021,41885
135484,2016,29748
78500,2014,17900
7982,2012,51900
1795,2022,269991
1067,2022,48000
152000,2017,15499
185000,2011,8900
97724,2007,19998
22227,2020,25980
111000,2016,13000
32268,2019,46500
122009,2019,18998
57785,2020,63995
204884,2002,21500
179400,2003,15000
57000,2009,14000
25997,2021,87000
36555,2022,64288
989,2023,122950
28514,2007,32000
10400,2019,40000
51133,2020,25800
85000,2018,33000
95200,2000,11999
68575,2015,26000
12300,2011,45000
13900,2018,54490
58800,2001,9000
30700,2016,21500
104000,2005,44800
139116,2019,24899
36700,2019,48990
24500,2022,82150
65000,2017,65000
27654,2021,61998
542,2023,92500
41000,2020,38700
47400,2011,41000
40110,2002,18500
124700,2014,30000
31000,2013,35000
7100,2022,49000
91677,2018,26816
107500,2009,9500
1518,2023,194965
5200,2023,88900
87500,2018,28000
106335,2012,19000
133598,2017,29999
68455,2018,30989
28690,2018,38880
83000,2012,31000
38600,2019,54500
92000,2019,30000
134000,2009,9500
103000,2012,20500
176261,2004,3750
58500,2010,20000
64000,2018,64000
24881,2016,49999
82900,2013,16000
59257,2008,18200
81400,2016,26000
5100,2022,19500
67072,2020,38500
65000,2016,19500
80800,2014,10000
53401,2020,39500
15555,2021,62890
201509,2006,11000
107000,2013,14000
30500,2020,44000
36000,2011,20000
38514,2019,45998
4590,2022,64000
97000,2019,45000
110000,2011,6000
53000,2017,25000
110000,2016,30999
218000,2006,4999
106500,2003,9500
140500,2012,11800
144200,2010,9999
21400,2022,69000
130000,2015,24500
108045,2012,6500
10000,2022,28000
75000,2011,12000
73500,2009,7858
29850,2018,89750
135350,2016,19900
16983,2022,40998
35580,2019,49500
71200,2020,18900
24778,2022,36599
109330,2015,13349
6645,2023,43900
90400,2007,10199
192100,2002,6450
32000,2018,70000
6400,2022,41500
36180,2021,36990
142400,2014,13500
83000,2016,16500
80000,2012,14800
32437,2021,51000
67500,2011,18000
25882,2021,43837
12088,2018,169000
170000,2005,11200
3763,2023,92000
46000,2018,40000
190321,2008,15900
40950,2018,39750
42000,2014,45000
135000,2014,8500
20655,2020,42850
1877,2023,185950
33000,2019,59000
68000,2016,12500
405000,2013,6000
117000,2018,17000
183455,2007,7700
51890,2021,59980
59528,2021,68995
123000,2006,15000
20000,2022,29998
38352,2021,37400
13344,2021,83499
44300,2008,62000
123500,2010,9500
134000,2013,21500
57000,2020,37500
100312,2021,19980
16146,2021,239991
61000,2012,29000
15889,2014,34500
125500,2015,12950
163500,2013,16490
89726,2015,16000
93000,2005,22500
128000,2012,8500
70800,2017,52999
115000,2009,4400
98650,2018,56750
87768,2019,44000
6000,2023,48500
28262,2021,49998
16200,2023,36900
87500,2012,11499
85458,2013,9000
16500,2022,69500
83853,2009,6950
22500,2022,74999
99524,2013,24900
8100,2023,57300
43073,2016,17999
12425,2023,57619
23195,2020,38900
118000,2011,12500
65290,2018,26450
47885,2001,31995
13000,2020,39500
29475,2018,62999
78717,2017,17500
9142,2021,61500
106000,2011,9400
3521,2022,51074
90000,2016,16750
46000,2016,38000
18362,2020,60000
164500,2013,16500
55018,2020,25500
36466,2022,24980
14280,2022,36500
116000,2013,12500
16184,2022,46999
45000,2020,33500
102000,2013,23000
163000,2004,18000
3500,2023,129000
42526,2016,66200
144900,2012,6000
85000,2016,32750
16113,2022,111000
93000,2011,11900
11468,2022,50204
25470,2019,32500
90347,2014,21800
96000,2017,34000
80500,2016,23000
35000,2021,37499
121212,2020,18387
14381,2018,204900
13500,2022,86999
33214,2019,43500
29719,2017,31000
4520,2022,38500
84129,2017,14599
72150,2019,26999
94500,2015,30000
88454,2017,39999
81696,2010,9499
94100,2005,6099
17500,2022,46000
132252,2016,18998
4437,2022,42000
70500,2018,23000
170000,2008,5199
122000,2008,10500
57852,2008,13900
120321,2010,10500
178000,2004,5750
60255,2002,28750
77690,2019,43500
18000,2009,78000
125000,2001,18000
6449,2021,35999
33000,2019,27500
87130,2009,20000
73000,2008,11500
22354,2020,54900
6188,2023,53900
60807,2019,25925
105000,2014,10950
63400,2018,29900
4500,2022,86500
8025,2020,42433
49131,2019,55460
100346,2017,45999
62285,2016,29950
5040,2021,48900
12940,2022,46999
98385,2015,10500
43903,2013,12500
41650,2017,23600
31850,2022,60500
96419,2013,14999
170000,2007,7700
139000,2009,14500
134655,2016,18051
81000,2015,27890
9989,2020,324995
46347,2022,46120
4048,2007,38000
79876,2015,45750
44000,2021,18500
56910,2017,23000
65019,2019,40500
133409,2009,14999
74381,2018,22995
2925,2023,73300
67874,2013,18000
71500,2018,61000
71000,2014,22000
64517,2018,47995
55000,2004,24000
7580,2019,51500
135000,2010,3999
62200,2019,21500
69001,2014,19500
28567,2021,44775
78049,2006,13980
36821,2021,49273
23292,2021,73500
162671,2010,12000
100472,2010,9975
73120,2017,19950
23300,2022,67500
71000,2018,17500
16648,2022,70999
240000,2011,18500
119755,2013,19500
88000,2015,19500
41000,2021,50000
7458,2022,47500
23000,2022,43000
244000,2017,35500
46000,2019,37900
13133,2022,42998
45000,2017,29999
18385,2021,29255
25793,2020,52999
44400,2005,29800
104000,2016,10500
600,2023,103000
45000,2007,7900
24500,2022,64000
35569,2020,21999
35000,2020,36999
165000,2003,4000
15000,2021,69000
119750,2014,15499
90000,2007,12000
112000,2015,14500
150000,2008,16800
1912,2021,240000
82900,2015,13995
79500,2004,12000
60000,2019,37000
41800,2021,44900
71536,2021,49685
127558,2014,13715
13232,2023,45000
39000,2017,31500
11500,2023,54490
22200,2020,36800
7414,2023,56515
14586,2017,209991
32000,2021,50927
14700,2020,27350
79995,2016,23995
76000,2018,44500
62000,2014,18987
53500,2017,28700
9400,2022,31999
86500,2014,20900
148000,2011,9900
100080,2014,22989
2620,2018,155700
3099,2023,74995
78000,2020,29500
9005,2019,319900
16700,2022,31000
51300,2015,17500
8237,2018,62900
99000,2010,6000
62377,2021,26288
130000,2009,15500
94300,2016,28999
24115,2022,46500
82000,2016,16995
67686,2021,15700
96800,2014,28450
23097,2020,29900
31000,2018,197499
28898,2021,71000
7250,2022,35619
59459,2014,40999
78000,2012,22000
24213,2021,46500
21165,2020,46105
107750,2016,35500
117000,2016,26500
39132,2006,35000
94500,2004,9000
50011,2017,21495
215000,2004,7350
16616,2022,45999
33818,2022,46552
9099,2022,68362
95798,2008,9850
35943,2016,51700
106000,2008,4300
10400,2023,48000
2894,2022,63900
15592,2022,39985
33548,2020,57999
185000,2016,7500
6483,2023,96900
28886,2020,35645
26293,2020,49998
62000,2017,34500
101453,2017,18500
106385,2013,42900
86629,2012,20995
61258,2018,49999
121500,2014,15999
100,2022,62499
170000,2015,5995
232000,2010,3000
95000,2006,12500
103466,2013,14200
133121,2011,7900
162731,2012,14500
64500,2014,37500
568,2021,90788
80300,2015,23999
187000,2004,6299
181870,2009,6500
22600,2022,76740
37000,2020,50000
9728,2022,89000
152000,2006,13995
60260,2004,30500
33362,2004,17599
47907,2021,38436
17340,2016,29000
195500,2011,8999
74000,2000,4700
140500,2015,14000
212500,2006,6500
77400,2010,34500
118000,2017,15000
4400,2005,1599000
146200,2016,24500
39000,2020,43000
130000,2005,7200
33080,2021,47850
1219,2023,46479
41000,2016,25000
110897,2004,11500
49000,2016,75000
47000,2007,13300
57690,2018,15900
17941,2012,226000
54000,2018,46500
101600,2007,6700
89000,2021,34000
18000,2021,42500
55000,2017,25000
71964,2017,18750
92000,2020,50000
160000,2012,4500
95816,2012,12000
132600,2014,17000
149460,2010,10700
109646,2011,16998
90605,2019,27698
59000,2019,17000
48000,2002,21999
41500,2016,66000
54000,2012,75000
70455,2018,45855
84054,2018,21499
114528,2007,9000
111850,2013,26500
52673,2020,69500
31500,2021,54500
73000,2011,16000
59692,2019,35900
68364,2016,16000
47200,2017,29000
18000,2021,62000
158366,2012,8250
49700,2017,26000
81500,2010,12250
16975,2019,26990
5989,2018,209000
16100,2003,35500
54225,2020,67500
89500,2016,35000
87501,2013,17777
12370,2018,28900
12466,2019,28995
199000,2011,5500
78200,2007,22999
22000,2018,29500
100795,2016,12995
99941,2019,17816
23588,2021,38633
103000,2003,5200
91491,2009,7000
23131,2020,23739
77000,2019,18749
20500,2019,76000
500,2022,45900
49810,2019,33900
20229,2022,36727
10558,2021,75000
59300,2005,30900
34254,2004,64250
24364,2021,37998
139200,2016,22000
82046,2012,13999
26269,2017,25307
127131,2016,16770
31000,2019,179900
27000,2021,38400
93400,2015,18900
9200,2021,71200
76850,2014,32999
61160,2016,98000
146000,2005,15900
38957,2017,46750
33850,2017,16500
61830,2020,39860
108559,2017,15998
192000,2006,7390
83112,2014,15500
52000,2016,52000
57300,2020,43500
104500,2008,4100
18000,2013,29000
39000,2019,51999
38000,2020,45000
15168,2016,115000
167506,2012,6500
166000,2012,13000
19200,2021,82950
46000,2022,75000
201000,2007,7200
87000,2014,8900
145000,2015,24950
33060,2020,36500
10550,2021,67800
89500,2014,18000
27000,2021,37500
87250,2010,18500
76495,2016,13000
70503,2016,15500
41965,2009,35000
146000,2003,4200
9000,2023,82500
1050,2022,40000
22270,2021,89900
19900,2012,26500
19800,2020,44990
113500,2012,17900
22000,2013,150000
3300,2022,54000
